utc,monotonic_seconds,disk,read_bytes_per_second,write_bytes_per_second,idle_percent,active_percent,raw_disk_time_percent,queue_length,cpu_percent
2026-09-13T01:43:37.5570276Z,314.7827881,1 D: C:,0,3188093,98,2,1,0,26
2026-09-13T01:43:40.1331587Z,317.3589803,0 E:,84555,3136588,0,100,267,2,52
2026-09-13T01:43:40.1331587Z,317.3589803,1 D: C:,20116042,4139169,86,14,16,0,52
2026-09-13T01:43:42.6949864Z,319.9214527,0 E:,24343,20546109,1,99,59,8,59
2026-09-13T01:43:42.6949864Z,319.9214527,1 D: C:,4611108,1671602,82,18,18,0,59
2026-09-13T01:43:45.2808209Z,322.5072848,0 E:,178453,376518,0,100,102,2,43
2026-09-13T01:43:45.2808209Z,322.5072848,1 D: C:,2353237,847165,96,4,2,0,43
2026-09-13T01:43:47.8592465Z,325.0854798,0 E:,153000,201418,0,100,96,2,26
2026-09-13T01:43:47.8592465Z,325.0854798,1 D: C:,0,495800,99,1,0,0,26
2026-09-13T01:43:50.4284904Z,327.6543901,0 E:,210358,723477,1,99,96,2,29
2026-09-13T01:43:50.4284904Z,327.6543901,1 D: C:,0,817844,99,1,0,0,29
2026-09-13T01:43:53.0063516Z,330.2323709,0 E:,1420789,0,40,60,60,1,31
2026-09-13T01:43:53.0063516Z,330.2323709,1 D: C:,2509673,59781860,92,8,10,0,31
2026-09-13T01:43:55.5817410Z,332.8076904,0 E:,109295,476925,0,100,102,2,29
2026-09-13T01:43:55.5817410Z,332.8076904,1 D: C:,0,61634625,97,3,4,0,29
2026-09-13T01:43:58.1650463Z,335.39155059999996,0 E:,181681,669566,1,99,115,2,30
2026-09-13T01:43:58.1650463Z,335.39155059999996,1 D: C:,0,32661,99,1,0,0,30
2026-09-13T01:44:00.7400184Z,337.9660522,0 E:,147526,727527,0,100,159,2,35
2026-09-13T01:44:00.7400184Z,337.9660522,1 D: C:,64669,1002370,99,1,0,0,35
2026-09-13T01:44:03.3015285Z,340.5281925,0 E:,140056,535867,0,100,148,2,30
2026-09-13T01:44:03.3015285Z,340.5281925,1 D: C:,0,909350,99,1,0,0,30
2026-09-13T01:44:05.8749446Z,343.10077379999996,0 E:,214226,576464,0,100,112,3,28
2026-09-13T01:44:05.8749446Z,343.10077379999996,1 D: C:,140221,31160,99,1,0,0,28
2026-09-13T01:44:08.4407197Z,345.6669688,0 E:,102341,497659,1,99,97,2,31
2026-09-13T01:44:08.4407197Z,345.6669688,1 D: C:,16053,1846156,98,2,0,0,31
2026-09-13T01:44:11.0139378Z,348.24033099999997,0 E:,247992,390539,0,100,99,2,24
2026-09-13T01:44:11.0139378Z,348.24033099999997,1 D: C:,80060,283140,97,3,2,0,24
2026-09-13T01:44:13.6079020Z,350.83394649999997,0 E:,82060,343874,0,100,93,2,22
2026-09-13T01:44:13.6079020Z,350.83394649999997,1 D: C:,187567,64710876,89,11,381,0,22
2026-09-13T01:44:16.1867578Z,353.413213,0 E:,0,544187,2,98,1,1,19
2026-09-13T01:44:16.1867578Z,353.413213,1 D: C:,79684,56737423,96,4,4,0,19
2026-09-13T01:44:18.7549358Z,355.9809396,0 E:,0,612765,3,97,1,1,17
2026-09-13T01:44:18.7549358Z,355.9809396,1 D: C:,0,49843651,97,3,3,0,17
2026-09-13T01:44:21.3391757Z,358.5652348,0 E:,0,590277,3,97,1,1,20
2026-09-13T01:44:21.3391757Z,358.5652348,1 D: C:,255255,526464,99,1,0,0,20
2026-09-13T01:44:23.9174012Z,361.1434038,0 E:,0,570845,2,98,1,1,36
2026-09-13T01:44:23.9174012Z,361.1434038,1 D: C:,0,0,99,1,0,0,36
2026-09-13T01:44:26.5006481Z,363.7263309,0 E:,0,10599497,0,100,728,6,23
2026-09-13T01:44:26.5006481Z,363.7263309,1 D: C:,0,450629,98,2,1,0,23
2026-09-13T01:44:29.0632134Z,366.289271,0 E:,0,694915,5,95,1,1,16
2026-09-13T01:44:29.0632134Z,366.289271,1 D: C:,888845,210090,96,4,3,0,16
2026-09-13T01:44:31.6484522Z,368.874369,0 E:,0,664026,4,96,1,1,25
2026-09-13T01:44:31.6484522Z,368.874369,1 D: C:,0,154424,99,1,0,0,25
2026-09-13T01:44:34.2732666Z,371.4994657,0 E:,0,631304,11,89,1,1,30
2026-09-13T01:44:34.2732666Z,371.4994657,1 D: C:,0,0,100,0,0,0,30
2026-09-13T01:44:36.8517406Z,374.0774641,0 E:,0,420373,2,98,1,1,20
2026-09-13T01:44:36.8517406Z,374.0774641,1 D: C:,62277,778468,96,4,3,0,20
2026-09-13T01:44:39.4440363Z,376.67042829999997,0 E:,0,581319,1,99,12,1,11
2026-09-13T01:44:39.4440363Z,376.67042829999997,1 D: C:,0,58018872,93,7,8,0,11
2026-09-13T01:44:42.0160595Z,379.2426417,0 E:,0,15851429,0,100,147,1,26
